name,true_label,pred_label,prec
512,1,0,0.5
513,1,1,0.65
514,1,0,0.22
515,1,0,0.29
516,1,1,0.71
517,1,1,0.61
518,1,1,0.68
519,1,1,0.66
520,1,0,0.47
521,1,1,0.86
522,1,1,0.71
523,1,0,0.38
524,1,0,0.45
525,1,1,0.65
526,1,1,0.63
527,1,1,0.77
528,1,1,0.77
529,1,1,0.68
530,1,1,0.69
531,1,1,0.74
532,1,0,0.37
533,1,1,0.76
534,1,1,0.89
535,1,1,0.87
536,1,1,0.75
537,1,0,0.49
538,1,1,0.67
539,1,1,0.78
540,1,0,0.54
541,1,0,0.55
542,1,1,0.74
543,1,1,1.0
544,1,1,0.64
545,1,1,0.69
546,1,1,0.64
547,1,0,0.56
548,1,0,0.56
549,1,0,0.41
550,1,0,0.5
551,1,0,0.41
552,1,0,0.6
553,1,1,0.69
554,1,1,0.7
555,1,1,0.66
556,1,1,0.68
557,1,1,0.91
558,1,1,0.62
559,1,1,0.73
560,1,1,0.76
561,1,0,0.33
562,1,0,0.44
563,1,1,0.61
564,1,0,0.38
565,1,1,0.69
566,1,1,0.62
567,1,1,0.67
568,1,0,0.36
569,1,0,0.52
570,1,0,0.55
571,1,1,0.74
572,1,1,0.61
573,1,1,0.67
574,1,1,0.78
575,1,1,0.71
576,1,0,0.44
577,1,1,0.84
578,1,1,0.67
579,1,1,0.7
580,1,1,0.62
581,1,0,0.53
582,1,1,0.8
583,1,1,0.79
584,1,1,0.72
585,1,1,0.71
586,1,1,0.79
587,1,0,0.55
588,1,1,0.71
589,1,1,0.61
590,1,1,0.94
591,1,1,0.61
592,1,0,0.52
593,1,1,0.91
594,1,0,0.35
595,1,1,0.77
596,1,0,0.53
597,1,0,0.59
598,1,0,0.48
599,1,1,0.62
600,1,0,0.55
601,1,1,0.69
602,1,1,0.65
603,1,1,0.67
604,1,1,0.73
605,1,1,0.68
606,1,1,0.71
607,1,1,0.85
608,1,1,0.72
609,1,1,0.7
610,1,1,0.62
611,1,1,0.78
612,1,0,0.48
613,1,1,0.64
614,1,0,0.59
615,1,1,0.7
616,1,0,0.51
617,1,0,0.57
618,1,1,0.87
619,1,1,0.64
620,1,1,0.7
621,1,1,0.66
622,1,1,0.89
623,1,0,0.54
624,1,0,0.55
625,1,1,0.85
626,1,0,0.46
627,1,1,0.75
628,1,1,0.62
629,1,1,0.63
630,1,1,0.89
631,1,1,0.77
632,1,1,0.82
633,1,0,0.46
634,1,1,0.69
635,1,0,0.41
636,1,0,0.21
637,0,1,0.77
638,0,1,0.77
639,0,1,0.84
640,0,0,0.04
641,0,1,0.68
642,0,0,0.06
643,0,1,0.65
644,0,0,0.52
645,0,1,0.77
646,0,0,0.42
647,0,0,0.39
648,0,0,0.45
649,0,0,0.11
650,0,1,0.8
651,0,0,0.4
652,0,1,0.63
653,0,1,0.89
654,0,1,0.72
655,0,0,0.29
656,0,0,0.43
657,0,1,0.6
658,0,1,0.6
659,0,0,0.14
660,0,0,0.0
661,0,0,0.15
662,0,0,0.03
663,0,0,0.11
664,0,0,0.52
665,0,1,0.67
666,0,0,0.13
667,0,0,0.14
668,0,0,0.57
669,0,0,0.05
670,0,0,0.16
671,0,0,0.33
672,0,0,0.24
673,0,0,0.11
674,0,0,0.05
675,0,0,0.0
676,0,0,0.27
677,0,1,0.62
678,0,0,0.27
679,0,1,0.73
680,0,0,0.03
681,0,0,0.05
682,0,0,0.29
683,0,0,0.06
684,0,0,0.51
685,0,0,0.11
686,0,0,0.21
687,0,0,0.0
688,0,0,0.06
689,0,0,0.05
690,0,1,0.67
691,0,1,0.65
692,0,0,0.23
693,0,0,0.05
694,0,0,0.05
695,0,0,0.36
696,0,0,0.0
697,0,0,0.26
698,0,0,0.2
699,0,0,0.26
700,0,0,0.39
701,0,0,0.23
702,0,0,0.0
703,0,1,0.71
704,0,0,0.05
705,0,1,0.73
706,0,0,0.24
707,0,0,0.18
708,0,0,0.58
709,0,0,0.21
