name,true_label,pred_label,prec
512,1,0,0.47
513,1,1,0.68
514,1,0,0.19
515,1,1,0.65
516,1,1,0.67
517,1,1,0.61
518,1,1,0.73
519,1,1,0.72
520,1,0,0.44
521,1,1,0.78
522,1,1,0.65
523,1,0,0.4
524,1,0,0.44
525,1,1,0.6
526,1,0,0.52
527,1,1,0.55
528,1,1,0.6
529,1,1,0.8
530,1,0,0.44
531,1,1,0.71
532,1,0,0.3
533,1,1,0.79
534,1,1,0.69
535,1,1,0.77
536,1,1,0.68
537,1,0,0.53
538,1,1,0.62
539,1,1,0.66
540,1,0,0.52
541,1,0,0.45
542,1,1,0.7
543,1,1,1.0
544,1,1,0.64
545,1,1,0.78
546,1,1,0.59
547,1,1,0.67
548,1,0,0.29
549,1,0,0.33
550,1,0,0.4
551,1,0,0.44
552,1,0,0.47
553,1,1,0.71
554,1,1,0.84
555,1,1,0.81
556,1,0,0.52
557,1,1,0.98
558,1,1,0.57
559,1,1,0.79
560,1,1,0.76
561,1,0,0.43
562,1,0,0.46
563,1,0,0.53
564,1,0,0.5
565,1,1,0.68
566,1,1,0.77
567,1,1,0.77
568,1,0,0.55
569,1,0,0.49
570,1,1,0.58
571,1,1,0.67
572,1,0,0.47
573,1,1,0.57
574,1,1,0.7
575,1,0,0.46
576,1,0,0.36
577,1,1,0.75
578,1,1,0.67
579,1,1,0.7
580,1,1,0.61
581,1,1,0.56
582,1,1,0.72
583,1,1,0.71
584,1,1,0.69
585,1,0,0.52
586,1,1,0.7
587,1,0,0.51
588,1,1,0.8
589,1,0,0.45
590,1,1,0.58
591,1,1,0.61
592,1,0,0.28
593,1,1,0.91
594,1,1,0.65
595,1,1,0.88
596,1,1,0.63
597,1,0,0.54
598,1,0,0.42
599,1,0,0.28
600,1,0,0.28
601,1,1,0.55
602,1,0,0.47
603,1,1,0.67
604,1,1,0.61
605,1,1,0.76
606,1,1,0.75
607,1,1,0.85
608,1,1,0.69
609,1,1,0.64
610,1,0,0.44
611,1,1,0.71
612,1,1,0.7
613,1,1,0.57
614,1,0,0.51
615,1,1,0.7
616,1,1,0.58
617,1,1,0.73
618,1,1,0.84
619,1,0,0.48
620,1,1,0.69
621,1,1,0.61
622,1,1,0.92
623,1,1,0.56
624,1,1,0.57
625,1,1,0.71
626,1,0,0.5
627,1,1,0.65
628,1,1,0.78
629,1,0,0.53
630,1,1,0.84
631,1,1,0.65
632,1,1,0.74
633,1,0,0.48
634,1,1,0.69
635,1,0,0.48
636,1,0,0.28
637,0,1,0.74
638,0,0,0.45
639,0,0,0.16
640,0,0,0.09
641,0,1,0.68
642,0,0,0.28
643,0,0,0.48
644,0,0,0.52
645,0,1,0.63
646,0,0,0.27
647,0,0,0.23
648,0,0,0.39
649,0,0,0.11
650,0,1,0.67
651,0,0,0.27
652,0,1,0.6
653,0,1,0.69
654,0,0,0.28
655,0,0,0.24
656,0,0,0.43
657,0,1,0.56
658,0,1,0.56
659,0,0,0.38
660,0,0,0.26
661,0,0,0.07
662,0,0,0.03
663,0,0,0.14
664,0,0,0.3
665,0,0,0.5
666,0,0,0.17
667,0,0,0.18
668,0,0,0.29
669,0,0,0.05
670,0,0,0.28
671,0,0,0.31
672,0,0,0.29
673,0,0,0.14
674,0,0,0.1
675,0,0,0.0
676,0,0,0.27
677,0,1,0.62
678,0,0,0.38
679,0,1,0.59
680,0,0,0.0
681,0,0,0.2
682,0,0,0.35
683,0,0,0.06
684,0,0,0.41
685,0,0,0.22
686,0,0,0.33
687,0,0,0.17
688,0,0,0.22
689,0,0,0.14
690,0,1,0.69
691,0,1,0.6
692,0,0,0.14
693,0,0,0.19
694,0,0,0.0
695,0,0,0.45
696,0,0,0.0
697,0,0,0.1
698,0,0,0.13
699,0,0,0.09
700,0,0,0.31
701,0,0,0.17
702,0,0,0.0
703,0,0,0.54
704,0,0,0.05
705,0,1,0.73
706,0,0,0.47
707,0,0,0.16
708,0,0,0.37
709,0,0,0.13
710,0,0,0.3
711,0,0,0.14
712,0,0,0.1
713,0,0,0.06
714,0,0,0.4
715,0,0,0.26
716,0,1,0.57
717,0,0,0.04
718,0,0,0.18
719,0,0,0.21
720,0,0,0.0
721,0,0,0.08
722,0,0,0.05
723,0,0,0.18
724,0,0,0.15
725,0,0,0.09
726,0,0,0.25
727,0,0,0.12
728,0,1,0.76
729,0,0,0.48
730,0,0,0.43
731,0,0,0.25
732,0,0,0.08
